ticket_id,customer_tier,raw_text,actual_category,detected_category,sentiment_score,priority
REQ-5988,SMB,Is there a discount available for non-profit organizations? This is blocking our team.,Sales,Sales,3,High
REQ-5989,SMB,I think I found a security vulnerability in your login portal. ASAP please.,Technical Bug,Technical Bug,3,Medium
REQ-5990,Mid-Market,Just wanted to say the support team is doing a phenomenal job.,Praise,Praise,5,Normal
REQ-5991,SMB,API returning 500 errors on every POST request since this morning.,Technical Bug,Technical Bug,3,Medium
REQ-5992,Enterprise,Data is not syncing between the mobile app and the web dashboard. ASAP please.,Technical Bug,PR Risk,1,CRITICAL
REQ-5993,Enterprise,Fastest support response I have ever received from any SaaS vendor.,Praise,Praise,5,Normal
REQ-5994,SMB,I will be filing a formal complaint with the regulator if this is not addressed. This is urgent.,PR Risk,PR Risk,1,CRITICAL
REQ-5995,Mid-Market,My CEO is cc'd on this email. We need an executive response today.,PR Risk,PR Risk,1,CRITICAL
REQ-5996,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote. Our entire team is affected.,Sales,Sales,3,High
REQ-5997,SMB,I think I found a security vulnerability in your login portal. We need this resolved today.,Technical Bug,Technical Bug,3,Medium
REQ-5998,Mid-Market,I will be filing a formal complaint with the regulator if this is not addressed. We need this resolved today.,PR Risk,PR Risk,1,CRITICAL
REQ-5999,SMB,Your onboarding specialist went above and beyond for our team.,Praise,Praise,5,Normal
